activity_id_short,participant_id,axis_id,axis_label_zh,component_metric,component_role,component_raw_value,component_group_relative_index_0_100,component_support_status,interpretation_boundary
28_1,28,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.083333,84.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.260677,16.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.009183,48.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.598755,32.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.598755,32.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,81.79723494623656,52.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.260677,16.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.47619,44.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
28_1,28,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.47619,44.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.72892,72.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.082942,80.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.0,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.464286,56.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.083333,84.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.082942,80.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.0,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.72892,72.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.72892,72.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,79.06894083155652,60.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.082942,80.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.464286,56.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
29_1,29,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.464286,56.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.728279,68.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.018863,96.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,8.1e-05,72.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.47561,48.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.414634,0.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.018863,96.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,8.1e-05,72.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.728279,68.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.728279,68.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,82.63549740334678,44.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.018863,96.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.47561,48.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
30_1,30,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.47561,48.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.900778,92.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.125172,68.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.014483,32.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.333333,90.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.148148,24.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.125172,68.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.014483,32.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.900778,92.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.900778,92.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,84.08259799554565,36.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.125172,68.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.333333,90.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
33_1,33,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.333333,90.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,sustained_progress,持續推進能力,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.752911,76.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,sustained_progress,持續推進能力,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.066548,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,sustained_progress,持續推進能力,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.0,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,route_load_behavior_candidate_window_ratio,LOWER_IS_MORE_FAVORABLE,0.428571,80.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,uphill_high_route_load_ratio,LOWER_IS_MORE_FAVORABLE_CONTEXT_ONLY,0.142857,30.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,pacing_movement_stability,配速／移動穩定性,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.066548,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,pacing_movement_stability,配速／移動穩定性,stopped_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.0,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,pacing_movement_stability,配速／移動穩定性,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.752911,76.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,speed_mps_median_median,HIGHER_IS_MORE_FAVORABLE,0.752911,76.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,hr_median_pct_sex_age_est_hrmax,LOWER_IS_MORE_FAVORABLE,82.8912124522119,40.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,low_speed_ratio_avg,LOWER_IS_MORE_FAVORABLE,0.066548,88.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
35_1,35,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,behavior_weather_context_review_required_ratio,LOWER_IS_MORE_FAVORABLE,0.428571,80.0,AVAILABLE,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled."
