activity_id_short,segment_start_m,segment_end_m,segment_window_count,dominant_planning_caution_level,max_route_load_context_index_0_100,dominant_route_load_context_band,route_load_evidence_flags_merged,weather_planning_context_flags_merged,behavior_response_planning_flags_merged,event_annotation_flags_merged,planning_context_flags_merged,planning_caution_reason_flags_merged,segment_boundary
38_1,700,750,1,REVIEW_FOR_CONSERVATIVE_PLANNING,28.697,LOWER_ROUTE_LOAD_CONTEXT,SLOPE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,SLOPE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|SHELTER_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,800,1200,8,REVIEW_FOR_CONSERVATIVE_PLANNING,46.775,LOWER_ROUTE_LOAD_CONTEXT,SLOPE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|IB2_SUPPORT_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|SLOPE_HIGH,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1200,1300,2,CONSERVATIVE_PLANNING_RECOMMENDED,72.494,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1300,1350,1,REVIEW_FOR_CONSERVATIVE_PLANNING,35.017,MODERATE_ROUTE_LOAD_CONTEXT,NONE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,NONE,NONE,IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1350,1550,4,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,100.0,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1550,1600,1,CONSERVATIVE_PLANNING_RECOMMENDED,70.67,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|SLOPE_LOAD_FALLBACK_VERTICAL_RANGE|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1600,1650,1,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,93.181,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1650,1850,4,REVIEW_FOR_CONSERVATIVE_PLANNING,59.813,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|SLOPE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|IB2_NAVIGATION_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|SLOPE_HIGH,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1850,1900,1,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,91.179,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1900,1950,1,REVIEW_FOR_CONSERVATIVE_PLANNING,50.225,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,1950,2050,2,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,89.486,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,NONE,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2050,2150,2,CONSERVATIVE_PLANNING_RECOMMENDED,65.619,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_REVIEW_REQUIRED,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2150,2250,2,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,87.482,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_REVIEW_REQUIRED,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|IB2_NAVIGATION_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2250,2300,1,REVIEW_FOR_CONSERVATIVE_PLANNING,50.922,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,NONE,EVENT_REVIEW_REQUIRED,IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2300,2350,1,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,95.987,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_REVIEW_REQUIRED,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|VERTICAL_RANGE_HIGH|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2350,2400,1,CONSERVATIVE_PLANNING_RECOMMENDED,75.357,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_REVIEW_REQUIRED,ROUTE_LOAD_HIGH_CONTEXT|SLOPE_HIGH|IB2_EFFORT_HIGH|STEPS_SURFACE_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2400,2450,1,REVIEW_FOR_CONSERVATIVE_PLANNING,50.735,MODERATE_ROUTE_LOAD_CONTEXT,IB2_EFFORT_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_REVIEW_REQUIRED,IB2_EFFORT_HIGH|IB2_NAVIGATION_CONTEXT|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|GUIDEPOST_PROXIMITY_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE,HIGH_ROUTE_OR_IB2_CONTEXT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2450,2550,2,CONSERVATIVE_PLANNING_RECOMMENDED,65.669,HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_REVIEW_REQUIRED,ROUTE_LOAD_HIGH_CONTEXT|IB2_EFFORT_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|TERRAIN_HIGH|STEPS_SURFACE_HIGH,ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
38_1,2550,2850,6,TURNAROUND_CONDITION_REVIEW_RECOMMENDED,100.0,VERY_HIGH_ROUTE_LOAD_CONTEXT,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|VERTICAL_RANGE_HIGH,WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT,BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE,EVENT_REVIEW_REQUIRED,ROUTE_LOAD_HIGH_CONTEXT|ROUTE_LOAD_VERY_HIGH_CONTEXT|SLOPE_HIGH|IB2_EFFORT_HIGH|TERRAIN_HIGH|STEPS_SURFACE_HIGH|IB2_WEATHER_SENSITIVE_ROUTE_EXPOSURE_CONTEXT|WEATHER_ACTIVITY_LEVEL_ONLY|WEATHER_HUMID_CONTEXT|WEATHER_WIND_GUST_CONTEXT|WEATHER_HIGH_UV_CONTEXT|BEHAVIOR_RELATIVE_HIGH_HR_RESPONSE|BEHAVIOR_LOW_SPEED_RESPONSE|ROUTE_PHASE_UNKNOWN|OSM_PROXIMITY_NOT_USAGE|VERTICAL_RANGE_HIGH,VERY_HIGH_ROUTE_LOAD_CONTEXT|ROUTE_LOAD_BEHAVIOR_CANDIDATE|IB2_OR_WEATHER_CONTEXT_PRESENT,"Descriptive planning context evidence only. This is not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment. Weather is activity-level context unless an explicit safe route-window source is used. OSM proximity is not proof of facility use. IB3D/event annotations are not causality evidence."
