participant_id,activity_id_short,study_population_status,axis_id,axis_label_zh,axis_output_mode,radar_output_permission,axis_annotation,missing_evidence_reason,required_gate_status,fallback_status,plot_permission_note,allowed_use,disallowed_use,interpretation_boundary
28,28_1,RADAR_BASELINE_ACTIVITY,weather_performance_maintenance,天候條件下表現維持,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Weather context is available at summary level but not resolved to this activity row; retain as descriptive annotation.,Weather evidence remains context / proxy and does not isolate weather tolerance as a personal ability.,baseline_population_gate=PASS|weather_context_gate=SUMMARY_CONTEXT_ONLY,LIMITED_PROXY_OR_INSUFFICIENT_IF_WEATHER_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,weather-context annotation,weather tolerance score|go/no-go decision|risk score,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
28,28_1,RADAR_BASELINE_ACTIVITY,deviation_correction_ability,偏離修正能力,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.","No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.",baseline_population_gate=PASS|route_continuity_300s_gate=POLICY_ACTIVE_CONSUMABLE_WINDOWS_0,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,numeric deviation-correction ability axis|navigation score|rank,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
28,28_1,RADAR_BASELINE_ACTIVITY,risk_response_experience,風險應對經驗,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.","Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.",baseline_population_gate=PASS,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,risk handling score|safety decision|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
28,28_1,RADAR_BASELINE_ACTIVITY,autonomous_completion_readiness,自主完成能力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Route-load readiness / completion context exists; it is not proof of autonomous self-sufficiency. readiness_review_gate=CONSERVATIVE_PACING_RECOMMENDED; completion_time_min=143.6833.,"Completion evidence does not prove autonomous navigation, supply, equipment, or team-support independence.",baseline_population_gate=PASS,LIMITED_PROXY_OR_INSUFFICIENT_IF_COMPLETION_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,completion-context annotation,self-sufficiency score|route suitability score|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
28,28_1,RADAR_BASELINE_ACTIVITY,supply_equipment_support,補給／裝備支援,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No personal supply, equipment, hydration, nutrition, packing, or support data is available.","No personal supply, equipment, hydration, nutrition, packing, or support data is available.",NO_REQUIRED_GATE,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,equipment readiness score|preparedness class|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,endurance_sustained_movement,持續耐力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,300s horizontal evidence is descriptive only. valid_windows=2; consumable_windows=2; p90_speed_mps=1.855.,Horizontal 300s evidence covers only limited baseline activities; admission review did not admit it as standalone radar axis.,baseline_population_gate=PASS|route_continuity_300s_gate=PASS_HORIZONTAL,RETAIN_AS_DESCRIPTIVE_SUPPORTING_EVIDENCE,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,text annotation describing limited sustained-movement evidence,numeric radar axis value|standalone ability ranking|score generation,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,uphill_load_tolerance,上坡負荷承受力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,300s vertical evidence is descriptive only. valid_windows=0; consumable_windows=0; p90_vam_mph=; p90_gain_m=.,Vertical 300s evidence covers limited baseline activities and is not admitted as standalone radar axis.,baseline_population_gate=PASS|route_continuity_300s_gate=NO_CONSUMABLE_VERTICAL_WINDOW|positive_delta_artifact_guard=BLOCKED_ARTIFACT_REVIEW|hr_validity_gate=CONTEXT_AVAILABLE,RETAIN_AS_DESCRIPTIVE_VERTICAL_CONTEXT,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,text annotation describing limited uphill-load evidence,numeric radar axis value|standalone ability ranking|score generation|medical diagnosis,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,hr_load_management_recovery,HR負荷管理與恢復能力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,HR lifecycle / recovery evidence exists for this activity; retained as non-medical context only.,HR evidence depends on device validity and estimated HRmax; it should not be a medical or standalone ability axis.,baseline_population_gate=PASS|hr_validity_gate=CONTEXT_AVAILABLE,TEXT_CONTEXT_ONLY,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,load-management annotation and evidence context,medical diagnosis|standalone ability axis|rank|class,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,weather_performance_maintenance,天候條件下表現維持,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Weather context is available at summary level but not resolved to this activity row; retain as descriptive annotation.,Weather evidence remains context / proxy and does not isolate weather tolerance as a personal ability.,baseline_population_gate=PASS|weather_context_gate=SUMMARY_CONTEXT_ONLY,LIMITED_PROXY_OR_INSUFFICIENT_IF_WEATHER_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,weather-context annotation,weather tolerance score|go/no-go decision|risk score,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,deviation_correction_ability,偏離修正能力,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.","No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.",baseline_population_gate=PASS|route_continuity_300s_gate=POLICY_ACTIVE_CONSUMABLE_WINDOWS_2,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,numeric deviation-correction ability axis|navigation score|rank,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,risk_response_experience,風險應對經驗,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.","Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.",baseline_population_gate=PASS,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,risk handling score|safety decision|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,autonomous_completion_readiness,自主完成能力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Route-load readiness / completion context exists; it is not proof of autonomous self-sufficiency. readiness_review_gate=CONSERVATIVE_PACING_RECOMMENDED; completion_time_min=126.8.,"Completion evidence does not prove autonomous navigation, supply, equipment, or team-support independence.",baseline_population_gate=PASS,LIMITED_PROXY_OR_INSUFFICIENT_IF_COMPLETION_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,completion-context annotation,self-sufficiency score|route suitability score|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
29,29_1,RADAR_BASELINE_ACTIVITY,supply_equipment_support,補給／裝備支援,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No personal supply, equipment, hydration, nutrition, packing, or support data is available.","No personal supply, equipment, hydration, nutrition, packing, or support data is available.",NO_REQUIRED_GATE,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,equipment readiness score|preparedness class|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,endurance_sustained_movement,持續耐力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,300s horizontal evidence is descriptive only. valid_windows=0; consumable_windows=0; p90_speed_mps=.,Horizontal 300s evidence covers only limited baseline activities; admission review did not admit it as standalone radar axis.,baseline_population_gate=PASS|route_continuity_300s_gate=NO_CONSUMABLE_HORIZONTAL_WINDOW,RETAIN_AS_DESCRIPTIVE_SUPPORTING_EVIDENCE,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,text annotation describing limited sustained-movement evidence,numeric radar axis value|standalone ability ranking|score generation,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,uphill_load_tolerance,上坡負荷承受力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,300s vertical evidence is descriptive only. valid_windows=0; consumable_windows=0; p90_vam_mph=; p90_gain_m=.,Vertical 300s evidence covers limited baseline activities and is not admitted as standalone radar axis.,baseline_population_gate=PASS|route_continuity_300s_gate=NO_CONSUMABLE_VERTICAL_WINDOW|positive_delta_artifact_guard=BLOCKED_ARTIFACT_REVIEW|hr_validity_gate=NO_ACTIVITY_LEVEL_HR_CONTEXT,RETAIN_AS_DESCRIPTIVE_VERTICAL_CONTEXT,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,text annotation describing limited uphill-load evidence,numeric radar axis value|standalone ability ranking|score generation|medical diagnosis,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,hr_load_management_recovery,HR負荷管理與恢復能力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,HR lifecycle / recovery evidence exists for this activity; retained as non-medical context only.,HR evidence depends on device validity and estimated HRmax; it should not be a medical or standalone ability axis.,baseline_population_gate=PASS|hr_validity_gate=NO_ACTIVITY_LEVEL_HR_CONTEXT,TEXT_CONTEXT_ONLY,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,load-management annotation and evidence context,medical diagnosis|standalone ability axis|rank|class,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,weather_performance_maintenance,天候條件下表現維持,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Weather context is available at summary level but not resolved to this activity row; retain as descriptive annotation.,Weather evidence remains context / proxy and does not isolate weather tolerance as a personal ability.,baseline_population_gate=PASS|weather_context_gate=SUMMARY_CONTEXT_ONLY,LIMITED_PROXY_OR_INSUFFICIENT_IF_WEATHER_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,weather-context annotation,weather tolerance score|go/no-go decision|risk score,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,deviation_correction_ability,偏離修正能力,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.","No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.",baseline_population_gate=PASS|route_continuity_300s_gate=POLICY_ACTIVE_CONSUMABLE_WINDOWS_0,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,numeric deviation-correction ability axis|navigation score|rank,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,risk_response_experience,風險應對經驗,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.","Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.",baseline_population_gate=PASS,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,risk handling score|safety decision|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,autonomous_completion_readiness,自主完成能力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Route-load readiness / completion context exists; it is not proof of autonomous self-sufficiency. readiness_review_gate=CONSERVATIVE_PACING_RECOMMENDED; completion_time_min=130.9667.,"Completion evidence does not prove autonomous navigation, supply, equipment, or team-support independence.",baseline_population_gate=PASS,LIMITED_PROXY_OR_INSUFFICIENT_IF_COMPLETION_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,completion-context annotation,self-sufficiency score|route suitability score|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3,3_1,RADAR_BASELINE_ACTIVITY,supply_equipment_support,補給／裝備支援,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No personal supply, equipment, hydration, nutrition, packing, or support data is available.","No personal supply, equipment, hydration, nutrition, packing, or support data is available.",NO_REQUIRED_GATE,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,equipment readiness score|preparedness class|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,endurance_sustained_movement,持續耐力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,300s horizontal evidence is descriptive only. valid_windows=0; consumable_windows=0; p90_speed_mps=.,Horizontal 300s evidence covers only limited baseline activities; admission review did not admit it as standalone radar axis.,baseline_population_gate=PASS|route_continuity_300s_gate=NO_CONSUMABLE_HORIZONTAL_WINDOW,RETAIN_AS_DESCRIPTIVE_SUPPORTING_EVIDENCE,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,text annotation describing limited sustained-movement evidence,numeric radar axis value|standalone ability ranking|score generation,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,uphill_load_tolerance,上坡負荷承受力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,300s vertical evidence is descriptive only. valid_windows=21; consumable_windows=21; p90_vam_mph=271.6976588628762; p90_gain_m=22.565999999999995.,Vertical 300s evidence covers limited baseline activities and is not admitted as standalone radar axis.,baseline_population_gate=PASS|route_continuity_300s_gate=PASS_VERTICAL|positive_delta_artifact_guard=PASS_VERTICAL_CONSUMABLE|hr_validity_gate=CONTEXT_AVAILABLE,RETAIN_AS_DESCRIPTIVE_VERTICAL_CONTEXT,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,text annotation describing limited uphill-load evidence,numeric radar axis value|standalone ability ranking|score generation|medical diagnosis,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,hr_load_management_recovery,HR負荷管理與恢復能力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,HR lifecycle / recovery evidence exists for this activity; retained as non-medical context only.,HR evidence depends on device validity and estimated HRmax; it should not be a medical or standalone ability axis.,baseline_population_gate=PASS|hr_validity_gate=CONTEXT_AVAILABLE,TEXT_CONTEXT_ONLY,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,load-management annotation and evidence context,medical diagnosis|standalone ability axis|rank|class,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,weather_performance_maintenance,天候條件下表現維持,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Weather context is available at summary level but not resolved to this activity row; retain as descriptive annotation.,Weather evidence remains context / proxy and does not isolate weather tolerance as a personal ability.,baseline_population_gate=PASS|weather_context_gate=SUMMARY_CONTEXT_ONLY,LIMITED_PROXY_OR_INSUFFICIENT_IF_WEATHER_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,weather-context annotation,weather tolerance score|go/no-go decision|risk score,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,deviation_correction_ability,偏離修正能力,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.","No formal field currently measures deviation, correction latency, backtracking, or rejoin behavior.",baseline_population_gate=PASS|route_continuity_300s_gate=POLICY_ACTIVE_CONSUMABLE_WINDOWS_21,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,numeric deviation-correction ability axis|navigation score|rank,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,risk_response_experience,風險應對經驗,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.","Current evidence does not formally observe risk recognition, avoidance, fallback, or decision behavior.",baseline_population_gate=PASS,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,risk handling score|safety decision|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,autonomous_completion_readiness,自主完成能力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,Route-load readiness / completion context exists; it is not proof of autonomous self-sufficiency. readiness_review_gate=EARLY_CHECKPOINT_REVIEW_REQUIRED; completion_time_min=126.8333.,"Completion evidence does not prove autonomous navigation, supply, equipment, or team-support independence.",baseline_population_gate=PASS,LIMITED_PROXY_OR_INSUFFICIENT_IF_COMPLETION_CONTEXT_MISSING,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,completion-context annotation,self-sufficiency score|route suitability score|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
30,30_1,RADAR_BASELINE_ACTIVITY,supply_equipment_support,補給／裝備支援,MISSING_EVIDENCE_ANNOTATION,SHOW_AS_INSUFFICIENT_EVIDENCE,"No personal supply, equipment, hydration, nutrition, packing, or support data is available.","No personal supply, equipment, hydration, nutrition, packing, or support data is available.",NO_REQUIRED_GATE,INSUFFICIENT_EVIDENCE,NOT_PLOTTED_MISSING_EVIDENCE_ANNOTATION,missing-evidence annotation,equipment readiness score|preparedness class|go/no-go decision,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
33,33_1,RADAR_BASELINE_ACTIVITY,endurance_sustained_movement,持續耐力,DESCRIPTIVE_ANNOTATION,ALLOW_TEXT_ANNOTATION_ONLY,300s horizontal evidence is descriptive only. valid_windows=0; consumable_windows=0; p90_speed_mps=.,Horizontal 300s evidence covers only limited baseline activities; admission review did not admit it as standalone radar axis.,baseline_population_gate=PASS|route_continuity_300s_gate=NO_CONSUMABLE_HORIZONTAL_WINDOW,RETAIN_AS_DESCRIPTIVE_SUPPORTING_EVIDENCE,NOT_PLOTTED_DESCRIPTIVE_ANNOTATION_ONLY,text annotation describing limited sustained-movement evidence,numeric radar axis value|standalone ability ranking|score generation,"CH6.5.5 personal ability radar data table v1 is a governed data-table layer only. It converts an axis contract and activity/person evidence into per-activity per-axis rows for future visualization. It does not create a radar plot and does not compute or authorize radar scores, ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
