activity_id_short,axis_id,axis_label_zh,component_id,component_weight,component_raw_metric,component_raw_value,component_raw_direction,component_group_relative_index_0_100,component_available,component_missing_reason,component_description,interpretation_boundary
35_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.0,lower_is_better,85.417,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
35_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.047297274544644385,lower_is_better,20.833,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
35_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.5938931607819901,higher_is_better,37.5,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
36_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.5141660072244189,lower_is_better,83.333,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
36_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.07407407407407407,lower_is_better,39.583,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
36_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.012345679012345678,lower_is_better,22.917,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
36_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.0,lower_is_better,72.917,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
36_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.6064266561737179,higher_is_better,54.167,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
37_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.6500647829083391,lower_is_better,37.5,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
37_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.075,lower_is_better,33.333,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
37_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.0125,lower_is_better,4.167,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
37_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.0,lower_is_better,72.917,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
37_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.6286294118366199,higher_is_better,75.0,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
38_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.6382435486222482,lower_is_better,41.667,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
38_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.0,lower_is_better,91.667,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
38_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.0,lower_is_better,85.417,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
38_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.0,lower_is_better,72.917,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
38_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.715622479487195,higher_is_better,95.833,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.4858452482154375,lower_is_better,91.667,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.07407407407407407,lower_is_better,39.583,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.012345679012345678,lower_is_better,22.917,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.06316606074193731,lower_is_better,8.333,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
3_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.7136900480681456,higher_is_better,91.667,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
40_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.7430811032472571,lower_is_better,8.333,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
40_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.04938271604938271,lower_is_better,60.417,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
40_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.012345679012345678,lower_is_better,22.917,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
40_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.010490140845070273,lower_is_better,37.5,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
40_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.5702732595051152,higher_is_better,20.833,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
41_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.6179201794668248,lower_is_better,50.0,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
41_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.07228915662650602,lower_is_better,47.917,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
41_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.0,lower_is_better,85.417,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
41_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.049330990319302326,lower_is_better,16.667,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
41_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.5706744121632243,higher_is_better,25.0,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
42_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.7209699426100374,lower_is_better,16.667,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
42_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.11904761904761904,lower_is_better,6.25,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
42_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.011904761904761904,lower_is_better,54.167,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
42_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.147716442131836,lower_is_better,0.0,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
42_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.6193940775057214,higher_is_better,62.5,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
43_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.7967840962817777,lower_is_better,4.167,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
43_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.09523809523809523,lower_is_better,12.5,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
43_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.011904761904761904,lower_is_better,54.167,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
43_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.0,lower_is_better,72.917,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
43_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.4746843148578832,higher_is_better,0.0,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
44_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.7355277594137257,lower_is_better,12.5,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
44_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.05,lower_is_better,54.167,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
44_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.0125,lower_is_better,4.167,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
44_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.06532577707154308,lower_is_better,4.167,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
44_1,pacing_movement_stability,配速／移動穩定性,high_route_load_speed_maintenance_index,0.15,high_route_load_speed_maintenance_ratio,0.6027286846653727,higher_is_better,45.833,True,,Higher speed maintenance in high route-load windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
45_1,pacing_movement_stability,配速／移動穩定性,speed_variability_inverse_index,0.25,speed_cv_iqr_over_median,0.6058689349087986,lower_is_better,62.5,True,,Lower robust window-speed variability is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
45_1,pacing_movement_stability,配速／移動穩定性,low_speed_clustering_inverse_index,0.2,low_speed_high_cluster_max_run_fraction,0.037037037037037035,lower_is_better,66.667,True,,Less consecutive clustering of high low-speed windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
45_1,pacing_movement_stability,配速／移動穩定性,stopped_clustering_inverse_index,0.2,stopped_cluster_max_run_fraction,0.012345679012345678,lower_is_better,22.917,True,,Less consecutive clustering of stopped windows is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
45_1,pacing_movement_stability,配速／移動穩定性,late_stage_degradation_inverse_index,0.2,late_stage_speed_degradation_ratio,0.027344466516541766,lower_is_better,29.167,True,,Less late-stage speed degradation is more stable.,"CH6.5.5 pacing / movement stability axis v1 is descriptive route-window evidence only. It uses route-distance-window normalized evidence and converts component metrics into higher-is-better group-relative indices. Missing component evidence is not zero-filled. It does not compute or authorize ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality claims."
