activity_id_short,participant_id,axis_id,axis_label_zh,axis_group_relative_index_0_100,axis_support_status,axis_component_metrics,axis_description,activity_history_primary_label,activity_history_evidence_tier,numeric_attribution_label_v0_5,suggested_report_case_role,numeric_attention_flag_count,movement_degradation_flag_count,numeric_attention_flags,hr_median_zone_sex_age_est,tertiary_profile_context_signal,interpretation_boundary,axis_source,terrain_movement_context_label,axis_admission_decision
20_1,,terrain_movement_efficiency,地形移動維持（描述性）,64.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,REFERENCE_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
20_1,20,pacing_movement_stability,配速／移動穩定性,68.0,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,LOWER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
20_1,20,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,54.667,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,LOWER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
20_1,20,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,40.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,LOWER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
20_1,20,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,LOWER_ESTIMATED_VO2MAX_CONTEXT|SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
23_1,23,sustained_progress,持續推進能力,57.333,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,PRIMARY_ACTIVITY_HISTORY_CANDIDATE,MODERATE_NUMERIC_ATTRIBUTION_SUPPORTED,REPORT_SECONDARY_CASE_CANDIDATE,4.0,1.0,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75|NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75|NUMERIC_HIGH_UPHILL_LOAD_EXPOSURE_GE_P75_CONTEXT_ONLY|NUMERIC_SLOWER_SPEED_LE_P25,ZONE3_70_80_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
23_1,23,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,14.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,PRIMARY_ACTIVITY_HISTORY_CANDIDATE,MODERATE_NUMERIC_ATTRIBUTION_SUPPORTED,REPORT_SECONDARY_CASE_CANDIDATE,4.0,1.0,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75|NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75|NUMERIC_HIGH_UPHILL_LOAD_EXPOSURE_GE_P75_CONTEXT_ONLY|NUMERIC_SLOWER_SPEED_LE_P25,ZONE3_70_80_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
23_1,,terrain_movement_efficiency,地形移動維持（描述性）,28.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,LOWER_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT_REVIEW,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
23_1,23,pacing_movement_stability,配速／移動穩定性,57.333,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,PRIMARY_ACTIVITY_HISTORY_CANDIDATE,MODERATE_NUMERIC_ATTRIBUTION_SUPPORTED,REPORT_SECONDARY_CASE_CANDIDATE,4.0,1.0,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75|NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75|NUMERIC_HIGH_UPHILL_LOAD_EXPOSURE_GE_P75_CONTEXT_ONLY|NUMERIC_SLOWER_SPEED_LE_P25,ZONE3_70_80_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
23_1,23,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,56.0,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,PRIMARY_ACTIVITY_HISTORY_CANDIDATE,MODERATE_NUMERIC_ATTRIBUTION_SUPPORTED,REPORT_SECONDARY_CASE_CANDIDATE,4.0,1.0,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75|NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75|NUMERIC_HIGH_UPHILL_LOAD_EXPOSURE_GE_P75_CONTEXT_ONLY|NUMERIC_SLOWER_SPEED_LE_P25,ZONE3_70_80_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
23_1,23,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,20.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,PRIMARY_ACTIVITY_HISTORY_CANDIDATE,MODERATE_NUMERIC_ATTRIBUTION_SUPPORTED,REPORT_SECONDARY_CASE_CANDIDATE,4.0,1.0,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75|NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75|NUMERIC_HIGH_UPHILL_LOAD_EXPOSURE_GE_P75_CONTEXT_ONLY|NUMERIC_SLOWER_SPEED_LE_P25,ZONE3_70_80_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
23_1,23,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,ACTIVITY_HISTORY_MODERATE_STRAIN_CANDIDATE,PRIMARY_ACTIVITY_HISTORY_CANDIDATE,MODERATE_NUMERIC_ATTRIBUTION_SUPPORTED,REPORT_SECONDARY_CASE_CANDIDATE,4.0,1.0,NUMERIC_HIGH_BEHAVIOR_WEATHER_OVERLAP_GE_P75|NUMERIC_HIGH_ROUTE_LOAD_BEHAVIOR_RESPONSE_GE_P75|NUMERIC_HIGH_UPHILL_LOAD_EXPOSURE_GE_P75_CONTEXT_ONLY|NUMERIC_SLOWER_SPEED_LE_P25,ZONE3_70_80_PCT_HRMAX,HIGHER_ESTIMATED_VO2MAX_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
28_1,28,sustained_progress,持續推進能力,32.0,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
28_1,28,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,64.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
28_1,,terrain_movement_efficiency,地形移動維持（描述性）,24.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,LOWER_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT_REVIEW,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
28_1,28,pacing_movement_stability,配速／移動穩定性,32.0,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
28_1,28,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,33.333,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
28_1,28,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,44.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
28_1,28,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,ACTIVITY_HISTORY_SINGLE_FACTOR_HR_BEHAVIOR_REVIEW_NEEDS_NUMERIC_CHECK,PRIMARY_ACTIVITY_HISTORY_REVIEW_NEEDS_NUMERIC_CHECK,SINGLE_FACTOR_HR_PLUS_MOVEMENT_NUMERIC_REVIEW,NUMERIC_DETAIL_REVIEW_NOT_PRIMARY_CASE_YET,1.0,1.0,NUMERIC_HIGH_LOW_SPEED_RATIO_GE_P75,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_LOW_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
29_1,29,sustained_progress,持續推進能力,80.0,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",REFERENCE_OR_LIMITED_ACTIVITY_HISTORY_CONTEXT,REFERENCE_OR_LIMITED_ATTENTION_CONTEXT,,,,,,ZONE3_70_80_PCT_HRMAX,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
29_1,29,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,70.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,REFERENCE_OR_LIMITED_ACTIVITY_HISTORY_CONTEXT,REFERENCE_OR_LIMITED_ATTENTION_CONTEXT,,,,,,ZONE3_70_80_PCT_HRMAX,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
29_1,,terrain_movement_efficiency,地形移動維持（描述性）,68.0,SUPPORTED_TERRAIN_MOVEMENT_EVIDENCE,,Descriptive CH6.5.6 terrain/surface x movement-response evidence. Admitted by CH6.5.6 axis admission audit v1.2.,,,,,,,,,,"Descriptive CH6.5.5 personal activity performance radar report-safe v1 terrain-axis preview only. Only evidence-available axes are plotted. Missing axes are listed separately and are not zero-filled. The terrain movement axis is admitted by CH6.5.6 axis admission audit v1.2 as descriptive terrain movement maintenance context only. Values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, radar scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence.",CH6.5.6 terrain_movement_efficiency_axis_update_v1.csv,REFERENCE_TERRAIN_MOVEMENT_MAINTENANCE_CONTEXT,ADMIT_TO_RADAR_V1_DESCRIPTIVE_SUPPORTED_AXIS_WITH_BOUNDARY
29_1,29,pacing_movement_stability,配速／移動穩定性,80.0,SUPPORTED_ACTIVITY_HISTORY,low_speed_ratio_avg|stopped_ratio_avg|speed_mps_median_median,"Group-relative pacing and movement stability from low-speed, stopped, and speed metrics.",REFERENCE_OR_LIMITED_ACTIVITY_HISTORY_CONTEXT,REFERENCE_OR_LIMITED_ATTENTION_CONTEXT,,,,,,ZONE3_70_80_PCT_HRMAX,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
29_1,29,hr_output_efficiency_proxy,HR 輸出效率（有限代理）,70.667,LIMITED_SECONDARY_HR_CONTEXT,speed_mps_median_median|hr_median_pct_sex_age_est_hrmax|low_speed_ratio_avg,Limited proxy combining movement output and sex-age estimated HR% context. High HR alone is not strain.,REFERENCE_OR_LIMITED_ACTIVITY_HISTORY_CONTEXT,REFERENCE_OR_LIMITED_ATTENTION_CONTEXT,,,,,,ZONE3_70_80_PCT_HRMAX,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
29_1,29,weather_performance_maintenance_proxy,天候下表現維持（有限代理）,56.0,LIMITED_PROXY_ACTIVITY_WEATHER_CONTEXT,behavior_weather_context_review_required_ratio|route_load_behavior_candidate_window_ratio,Limited proxy from behavior-weather overlap and route-load behavior response. Station weather is descriptive context only.,REFERENCE_OR_LIMITED_ACTIVITY_HISTORY_CONTEXT,REFERENCE_OR_LIMITED_ATTENTION_CONTEXT,,,,,,ZONE3_70_80_PCT_HRMAX,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
29_1,29,route_following_stability,路線跟隨穩定性,,INSUFFICIENT_EVIDENCE,NONE,Requires formal on-route / wrong-branch / deviation-recovery evidence; not scored in v0.,REFERENCE_OR_LIMITED_ACTIVITY_HISTORY_CONTEXT,REFERENCE_OR_LIMITED_ATTENTION_CONTEXT,,,,,,ZONE3_70_80_PCT_HRMAX,PROFILE_CONTEXT_REFERENCE_OR_MISSING,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
30_1,30,sustained_progress,持續推進能力,78.667,SUPPORTED_ACTIVITY_HISTORY,speed_mps_median_median|low_speed_ratio_avg|stopped_ratio_avg,"Group-relative movement continuity using speed, low-speed ratio, and stopped ratio.",HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
30_1,30,uphill_load_tolerance_proxy,上坡負荷承受力（有限代理）,24.0,LIMITED_PROXY_ACTIVITY_HISTORY,route_load_behavior_candidate_window_ratio|uphill_high_route_load_ratio,Limited proxy using route-load behavior response and uphill high-load exposure context. This is not a true VAM/vertical-output capacity axis.,HIGH_HR_CONTROLLED_OUTPUT_CONTEXT_NOT_STRAIN,SECONDARY_HR_OUTPUT_CONTEXT_NOT_STRAIN,,,,,,ZONE4_80_90_PCT_HRMAX,SELF_REPORTED_HIGH_DIFFICULTY_CONTEXT,"Descriptive CH6.5.5 personal activity performance radar-ready context only. Axis values are group-relative descriptive indices for visualization and review. They are not ability scores, ability ranks, ability classes, THCI scores, final hiking risk scores, route suitability scores, go/no-go decisions, medical diagnoses, or causality evidence. Missing axes remain INSUFFICIENT_EVIDENCE and are not zero-filled.",,,
