activity_id_short,route_load_context_band,window_point_count,hr_median_bpm,hr_p75_bpm,speed_mps_median,speed_per_hr_mps_per_bpm,boundary
45_1,MODERATE_ROUTE_LOAD_CONTEXT,3348,120.0,133.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
45_1,VERY_HIGH_ROUTE_LOAD_CONTEXT,1965,160.0,166.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
46_1,HIGH_ROUTE_LOAD_CONTEXT,1185,145.0,155.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
46_1,LOWER_ROUTE_LOAD_CONTEXT,1091,121.0,134.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
46_1,MODERATE_ROUTE_LOAD_CONTEXT,3918,107.0,123.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
46_1,VERY_HIGH_ROUTE_LOAD_CONTEXT,4097,130.0,157.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
48_1,HIGH_ROUTE_LOAD_CONTEXT,2228,116.0,134.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
48_1,LOWER_ROUTE_LOAD_CONTEXT,1824,106.0,117.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
48_1,MODERATE_ROUTE_LOAD_CONTEXT,4202,87.0,100.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
48_1,VERY_HIGH_ROUTE_LOAD_CONTEXT,3314,105.0,139.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
8_1,HIGH_ROUTE_LOAD_CONTEXT,982,169.0,173.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
8_1,LOWER_ROUTE_LOAD_CONTEXT,892,155.0,164.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
8_1,MODERATE_ROUTE_LOAD_CONTEXT,3686,134.0,154.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
8_1,VERY_HIGH_ROUTE_LOAD_CONTEXT,2853,167.0,175.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
9_1,HIGH_ROUTE_LOAD_CONTEXT,1801,148.0,168.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
9_1,LOWER_ROUTE_LOAD_CONTEXT,1217,144.0,155.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
9_1,MODERATE_ROUTE_LOAD_CONTEXT,2790,103.0,134.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
9_1,VERY_HIGH_ROUTE_LOAD_CONTEXT,2834,148.0,171.0,,,"Descriptive HR lifecycle and recovery profile only. Heart-rate level, route-load response, recovery slope, fatigue drift, weather/event context, and movement behavior are descriptive evidence. This output is not a cardiopulmonary diagnosis, not ability scoring, not route suitability scoring, not THCI/radar scoring, and not a final hiking risk assessment."
